trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.2, 'e': 0.3325383789944587}",30,20,-10.937658068895992,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.2, 'e': 0.3305491224578677}",20,15,9.05623065987061,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.3285717657253846}",25,11,2.159368153983739,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.3266062376119534}",20,6,6.356004498351355,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.32465246735834974}",25,0,-15.3612430731852,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
189,False,"{'a': 0.2, 'e': 0.3227103846286335}",20,10,14.58405261364203,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.3207799195076166}",30,16,15.007325708699433,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.3188610024983463}",30,13,16.552815765823958,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.31695356451960294}",20,16,6.097751862091272,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.2, 'e': 0.3150575369034133}",20,5,25.926572413962386,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.3131728513925785}",20,14,10.552122838127998,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.2, 'e': 0.3112994401382165}",20,9,-41.06015359254888,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
196,False,"{'a': 0.2, 'e': 0.30943723569731985}",25,2,0.38442109653534495,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.3075861710303276}",20,8,13.060461439950716,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.30574617949871175}",20,11,4.976925188868017,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.3039171948625785}",25,14,-1.6519340295262444,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.3020991512782834}",25,4,13.066803721614999,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.30029198329606105}",20,16,7.926547030473326,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.2, 'e': 0.2984956258576689}",25,11,-10.74171683142189,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.29671001429404525}",20,14,-11.96161959687291,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.2949350843229809}",25,13,-33.42951686952211,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
205,False,"{'a': 0.2, 'e': 0.2931707720468052}",20,6,-32.73938625585966,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.2914170139500857}",20,8,9.591473135789112,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.2, 'e': 0.2896737468973414}",20,0,-46.19546698271975,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 0.2, 'e': 0.2879409081307702}",20,7,-27.2990449105246,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.28621843526798946}",35,22,23.220417874089538,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.2845062662997899}",30,11,16.959581459532185,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.2828043395879039}",30,20,19.02078207142523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.2, 'e': 0.281112593862786}",20,4,-71.03848962546847,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
213,False,"{'a': 0.2, 'e': 0.2794309682214073}",25,18,8.44192391045813,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.2777594021250632}",25,20,9.07589699849373,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.2760978353971936}",20,0,13.395268702487062,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.2, 'e': 0.27444620822121696}",20,3,3.6974376022253193,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.2728044611383765}",30,9,-18.33621906008752,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.2, 'e': 0.2711725350455999}",25,9,12.726398586302906,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.2695503711933716}",20,0,10.17574622562621,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
220,False,"{'a': 0.2, 'e': 0.26793791118361776}",20,11,16.323979340332777,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.2663350969676039}",20,12,-3.081422072996321,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.26474187084384504}",25,13,9.233861455303382,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.2631581754560287}",20,9,2.23129292630326,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.26158395379094995}",35,16,24.55911437760202,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.26001914917645874}",20,4,16.98093730852128,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.25846370527942}",20,11,-63.751466696340984,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 1}",1
227,False,"{'a': 0.2, 'e': 0.25691756610368544}",20,11,4.782342949961503,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.2553806759880777}",20,16,5.345572282798729,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.2, 'e': 0.2538529796043867}",30,15,21.494751252925344,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.25233442195537764}",20,10,2.53315339079322,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.2508249483728111}",30,18,17.005884500849685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.2493245045154751}",25,0,-24.10672823328698,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
233,False,"{'a': 0.2, 'e': 0.24783303636722875}",30,19,20.806246633667826,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.24635049023505762}",20,3,-42.98223429362149,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
235,False,"{'a': 0.2, 'e': 0.24487681274714082}",20,8,-2.545941668268081,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.24341195085092968}",20,11,-22.178269302869413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.2, 'e': 0.24195585181123766}",20,16,9.491874161485457,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.24050846320834213}",20,11,15.426165184640501,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.23906973293609704}",30,12,11.906069645167026,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.2376396092000572}",30,14,2.915159489497774,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.23621804051561368}",20,16,7.49686330341956,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.2, 'e': 0.2348049757061403}",20,9,19.321793143799955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.23340036390115132}",20,11,16.534717803690988,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.23200415453447004}",20,0,-37.951327169662896,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
245,False,"{'a': 0.2, 'e': 0.2306162973424085}",30,17,5.758336887715015,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.22923674236195785}",20,15,0.8094362356979115,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.22786543992898983}",30,23,4.70034394858718,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.22650234067646874}",20,11,-5.222393684815688,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.22514739553267432}",25,18,1.102326973686329,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.223800555719435}",25,10,-1.3222540307831405,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.22246177275037207}",25,12,22.470078031276238,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.22113099842915407}",25,17,17.808144795316416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.21980818484776168}",20,10,19.163495851647355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.21849328438476312}",25,15,12.257191271075627,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.21718624970359973}",20,2,4.61559406327338,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.2158870337508818}",30,4,-32.25685584003414,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
257,False,"{'a': 0.2, 'e': 0.21459558975469478}",20,13,2.1258608606432308,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.21331187122291523}",25,16,-7.894743376036687,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.2120358319415374}",20,13,-22.205785302013936,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.2107674259730094}",30,15,23.621951039201793,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.20950660765457932}",20,8,-2.8923545108737567,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.20825333159665155}",20,12,4.172107925656665,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.20700755268115265}",30,6,20.475825059205203,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.20576922605990708}",20,0,-13.519763982161244,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.2045383071530228}",25,18,-0.028883350252880025,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.20331475164728618}",25,11,-16.229152359412904,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.2, 'e': 0.2020985154945669}",20,11,-9.971048962499385,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.20088955491023208}",20,13,11.571089764131862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.19968782637157012}",25,13,-2.9788971205336408,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.19849328661622387}",20,16,7.010556788355778,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.19730589264063308}",20,14,11.454371750923254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.19612560169848642}",25,11,-13.588028528372432,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
273,False,"{'a': 0.2, 'e': 0.1949523712991825}",20,13,-2.0254749248540778,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.1937861592063002}",20,11,5.596984280995812,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.19262692343607832}",25,8,19.349993922122813,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.19147462225590384}",20,0,1.177253139636547,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
277,False,"{'a': 0.2, 'e': 0.19032921418280985}",30,19,8.113560772043488,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.18919065798198204}",25,3,5.8331295437324595,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.18805891266527416}",25,18,11.484137295239226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.18693393748973264}",35,16,-55.28717632137382,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
281,False,"{'a': 0.2, 'e': 0.18581569195612965}",20,16,7.572161077818234,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.1847041358075052}",25,2,9.6988357257838,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.18359922902771786}",25,13,7.1930927666683635,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.1825009318400043}",20,0,-9.827653451636296,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
285,False,"{'a': 0.2, 'e': 0.18140920470554706}",20,8,19.187899536771205,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.18032400832205148}",25,8,-22.775634282472602,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
287,False,"{'a': 0.2, 'e': 0.1792453036223305}",25,9,-9.286751566025362,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.1781730517728984}",20,14,9.500384811444288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.17710721417257289}",30,22,5.724624244962322,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.17604775245108517}",25,11,22.76470318748907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.17499462846769887}",35,12,19.03378788692399,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.17394780430983683}",20,16,8.272512833518295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.17290724229171636}",20,0,9.579264179342381,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.1718729049529924}",25,14,11.218732071623114,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.170844755057409}",20,9,19.93661075629775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.16982275559145898}",25,17,16.217542952378242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.1688068697630511}",20,11,19.239681291321535,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.16779706100018585}",20,2,3.3571911319717445,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.16679329294963874}",20,13,-0.1395889989866126,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.16579552947565152}",20,15,10.734112726355374,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.16480373465863135}",25,16,17.882122022152274,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.16381787279385768}",20,11,2.8938809456826258,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.16283790839019696}",20,16,8.640185950097855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.16186380616882481}",20,11,16.229480679691328,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.16089553106195606}",30,2,22.47104492313448,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.15993304821158225}",20,14,12.988510928151012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.15897632296821687}",20,10,18.899304570512196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.1580253208896478}",30,21,17.065403599826393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.1570800077396975}",20,12,8.84744752433774,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.15614034948699052}",30,13,20.047071957784084,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.15520631230372822}",20,0,-9.87175674717292,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
312,False,"{'a': 0.2, 'e': 0.15427786256447115}",20,16,7.932764537532795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.15335496684492847}",25,11,24.4202272518725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.15243759192075454}",30,8,11.027370315950497,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.15152570476635302}",20,7,1.7486462459743688,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.15061927255368793}",30,10,-2.2040146256869475,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.14971826265110164}",20,15,10.001602502945165,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.14882264262214037}",20,11,5.709493306733438,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.1479323802243864}",20,12,15.30269559462543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.1470474434082972}",25,5,33.91942475260031,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.14616780031605184}",35,23,24.462490256332014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.145293419280404}",30,16,15.934142609390895,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.14442426882354198}",20,12,4.464848686498222,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.14356031765595542}",20,3,1.8139916181399534,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.14270153467530902}",20,15,-1.5266335763026206,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.14184788896532272}",35,26,16.956833561065586,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.14099934979465875}",20,13,13.25091102783993,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.14015588661581535}",25,13,22.449164859330587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.13931746906402698}",20,10,17.0567915398925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.13848406695617121}",25,15,18.623748255467405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.13765565028968216}",20,5,10.826911033868157,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.13683218924147036}",25,13,17.984931991358607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.13601365416684916}",30,16,30.95536579800589,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.13520001559846748}",20,11,16.91016677061358,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.1343912442452489}",30,17,-15.620231714453892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.2, 'e': 0.13358731099133747}",20,3,17.534477141148525,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.13278818689504915}",30,11,36.130500951426114,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.13199384318783022}",20,16,9.322497690107188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.13120425127322136}",30,16,13.002786184910352,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.13041938272582848}",30,12,36.7918135855075,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.12963920929029896}",20,12,-25.960048265018656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.2, 'e': 0.12886370288030502}",20,14,-1.4089300029550746,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.12809283557753198}",30,15,6.897896136101523,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.12732657963067387}",25,16,18.600367334589837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.12656490745443366}",25,20,11.190510274834654,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.12580779162853092}",20,15,10.479420005132607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.12505520489671398}",20,8,11.780219248763025,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.12430712016577938}",20,15,9.391102721678937,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.12356351050459588}",20,9,22.02488962050111,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.12282434914313546}",20,13,-19.96650806519628,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.1220896094715092}",20,12,16.126920799956494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.12135926503900965}",20,14,11.681251824348358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.12063328955315826}",20,8,21.887256953952335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.11991165687875927}",20,14,9.723506661278133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.11919434103695832}",20,0,31.413458160678214,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.11848131620430775}",20,10,12.600220255872774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.1177725567118365}",25,12,25.804247980577273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.11706803704412637}",20,14,10.103430592386582,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.11636773183839315}",20,12,13.560094146107804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.11567161588357389}",20,16,6.785738565920573,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.11497966411941893}",25,8,19.936295146723936,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.11429185163559014}",25,15,17.65320726788673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.11360815367076371}",20,10,9.262603193814206,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.11292854561173918}",25,10,23.552867265566444,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.11225300299255297}",30,11,-13.77040394776601,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.2, 'e': 0.11158150149359779}",25,13,24.59861790323766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.11091401694074722}",30,16,26.891795856839504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.11025052530448522}",25,15,20.2738753337005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
