trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.2, 'e': 0.10959100269904129}",20,16,10.453652262551074,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.10893542538153032}",20,10,-41.346764274716676,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
371,False,"{'a': 0.2, 'e': 0.10828376975109819}",20,0,-5.910258306607426,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
372,False,"{'a': 0.2, 'e': 0.10763601234807169}",20,13,13.101975282522343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.10699212985311449}",25,15,12.20308854620755,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.1063520990863871}",25,11,21.73363040693232,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.10571589700671291}",30,13,32.19531540887025,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.10508350071074826}",20,10,20.035430317957147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.10445488743215826}",25,17,13.776039804015944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.10383003454079692}",25,14,18.990259350391835,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.10320891954189276}",20,16,8.424682957521178,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.10259152007523863}",20,9,4.46252952643142,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.2, 'e': 0.10197781391438715}",25,15,17.731659748492657,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.10136777896585017}",20,12,-25.267356243564244,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
383,False,"{'a': 0.2, 'e': 0.10076139326830373}",30,20,7.020563156641918,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.10015863499179714}",25,8,31.018877142086033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.09955948243696745}",25,6,18.037065253452518,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.0989639140342579}",30,16,21.21749060884224,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.09837190834314173}",20,13,11.934083989404304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.2, 'e': 0.09778344405135005}",20,13,-0.8634827477917726,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.2, 'e': 0.09719849997410487}",25,17,14.977450372946233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.09661705505335619}",35,19,10.431847519864926,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.09603908835702411}",20,11,17.11761626122407,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.0954645790782451}",25,11,20.45361616009889,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.09489350653462311}",30,18,5.884973675665918,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.09432585016748485}",25,13,9.722769273220356,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.09376158954113986}",25,16,18.17513132925119,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.09320070434214457}",20,8,8.783488225110192,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.09264317437857132}",20,2,28.651327532055777,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.09208897957928115}",25,12,15.669014058254575,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.2, 'e': 0.09153809999320149}",20,12,-27.965276488715475,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
400,False,"{'a': 0.2, 'e': 0.09099051578860767}",25,15,20.390852860675093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.09044620725240926}",35,15,37.62058338788244,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.08990515478944011}",20,10,8.059568181104138,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.2, 'e': 0.08936733892175319}",20,13,2.6013573812052035,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.2, 'e': 0.08883274028791908}",25,7,34.8548257448783,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.2, 'e': 0.08830133964232935}",25,7,18.316205538650724,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.2, 'e': 0.08777311785450327}",25,15,11.958130590447972,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.2, 'e': 0.08724805590839944}",20,3,-19.341824420880094,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
408,False,"{'a': 0.2, 'e': 0.08672613490173114}",20,9,-23.384193483068337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.2, 'e': 0.08620733604528572}",30,16,21.22777389142349,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.2, 'e': 0.08569164066224835}",25,15,-5.290190205691278,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.0851790301875295}",20,9,24.84510057711551,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.2, 'e': 0.08466948616709678}",25,11,21.70025885285139,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.08416299025731036}",30,21,16.042807156853804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.2, 'e': 0.08365952422426286}",25,7,13.875196922643198,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
415,False,"{'a': 0.2, 'e': 0.08315906994312262}",20,14,12.0330738332021,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.2, 'e': 0.08266160939748157}",20,6,26.13483776120819,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.08216712467870625}",20,13,15.711332836549207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.08167559798529346}",20,16,9.813849832264706,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.08118701162222909}",25,3,26.627541967642706,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.08070134800035135}",20,13,1.233006626876846,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.2, 'e': 0.08021858963571736}",20,5,23.056242238911658,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.0797387191489739}",20,9,17.454701262881414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.07926171926473155}",30,14,21.5651311940408,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.2, 'e': 0.07878757281094306}",20,8,20.93041671210776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.2, 'e': 0.07831626271828479}",25,17,13.660223347745593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.2, 'e': 0.07784777201954257}",20,10,20.101981582311485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.2, 'e': 0.0773820838490006}",20,11,17.4429916478323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.0769191814418345}",20,6,12.453807214094718,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.07645904813350755}",25,7,22.46942174293276,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.07600166735917104}",20,9,19.656170111388214,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.0755470226530676}",20,9,5.010317377386132,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.2, 'e': 0.0750950976479388}",25,11,-19.181862930358577,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
433,False,"{'a': 0.2, 'e': 0.07464587607443557}",20,13,5.565413320766382,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.07419934176053282}",20,12,14.669195710401013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.07375547863094695}",20,12,14.105724151304507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.07331427070655744}",25,15,15.236985876808749,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.07287570210383128}",25,15,21.416032503979675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.07243975703425146}",20,2,32.98204512384935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.2, 'e': 0.07200641980374836}",20,16,7.440172274453215,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.07157567481213492}",20,6,24.322903084847102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.07114750655254487}",20,13,14.355567113924776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.2, 'e': 0.07072189961087469}",30,16,23.953011445638488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.2, 'e': 0.07029883866522844}",25,14,-3.5948742909264046,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.06987830848536646}",25,20,9.62888812608099,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.2, 'e': 0.06946029393215677}",20,15,10.775042616022672,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.06904477995703041}",30,24,10.35388220721093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.2, 'e': 0.0686317516014393}",30,4,28.329002730739976,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.06822119399631812}",25,9,-20.521930857776788,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
449,False,"{'a': 0.2, 'e': 0.06781309236154871}",20,9,20.14107005713797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.0674074320054281}",30,14,27.73487363684059,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.2, 'e': 0.06700419832413973}",30,19,9.696606043670613,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.2, 'e': 0.06660337680122747}",25,12,19.46615537601887,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.06620495300707324}",25,16,18.158900931501584,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.2, 'e': 0.06580891259837739}",20,9,20.12056416689755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.2, 'e': 0.06541524131764247}",20,14,9.242116002757701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.2, 'e': 0.06502392499265983}",20,3,26.14053411288778,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.2, 'e': 0.06463494953599953}",20,8,20.931256983678903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.2, 'e': 0.06424830094450308}",30,12,33.407765137020455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.0638639652987795}",25,20,7.531471460194788,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.06348192876270395}",25,9,10.546724776803273,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.2, 'e': 0.06310217758291994}",30,18,19.807180352827036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.2, 'e': 0.06272469808834395}",20,10,20.7830484335323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.2, 'e': 0.06234947668967343}",20,9,7.790318287535301,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.2, 'e': 0.061976499878897466}",30,11,7.466971476219843,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
465,False,"{'a': 0.2, 'e': 0.061605754228810636}",30,18,21.119984908649506,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.2, 'e': 0.061237226392529445}",20,10,5.242128851644575,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.2, 'e': 0.06087090310301205}",20,16,8.925666591568744,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.2, 'e': 0.06050677117258039}",20,13,11.104207234919414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.2, 'e': 0.06014481749244571}",25,9,30.457618073504158,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.2, 'e': 0.059785029032236384}",25,16,16.39023539889466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.2, 'e': 0.05942739283952904}",25,18,15.628051960487603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.2, 'e': 0.05907189603938205}",30,10,38.56565609031949,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.2, 'e': 0.058718525833872284}",30,23,0.3434919354536774,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.2, 'e': 0.058367269501634116}",25,11,27.30119088768856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.2, 'e': 0.058018114397401704}",20,14,10.359219226402775,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.2, 'e': 0.057671047951553533}",20,8,20.83078245300597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.2, 'e': 0.05732605766966013}",25,9,25.33047331176955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.2, 'e': 0.056983131132034036}",20,11,15.992537754436484,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.2, 'e': 0.056642255993282896}",25,11,16.157027726747632,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.2, 'e': 0.05630341998186487}",20,11,15.97731721433863,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.2, 'e': 0.05596661089964698}",25,8,28.90373677846126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.2, 'e': 0.055631816621465865}",25,17,13.997440803992387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.2, 'e': 0.05529902509469138}",25,3,38.845740956156945,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.2, 'e': 0.054968224338792594}",20,15,9.792198945925657,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.2, 'e': 0.054639402444906594}",20,12,16.374070720869938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.2, 'e': 0.05431254757540965}",20,5,25.834693379422596,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.2, 'e': 0.05398764796349122}",20,14,12.5098618169901,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.2, 'e': 0.05366469191273011}",20,16,9.907098603852898,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.2, 'e': 0.05334366779667368}",20,10,18.256260882582175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.2, 'e': 0.05302456405841903}",20,14,9.4565628626572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.2, 'e': 0.05270736921019717}",20,3,23.15547831397194,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.2, 'e': 0.052392071832959276}",20,5,21.10305316118069,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.2, 'e': 0.05207866057596569}",30,16,26.328363613867637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.2, 'e': 0.051767124156377374}",25,11,26.002721767681493,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.2, 'e': 0.051457451358849514}",30,12,33.950277214805695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.2, 'e': 0.05114963103512801}",25,14,16.806437523413937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.2, 'e': 0.05084365210364792}",20,13,10.24218542509097,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.2, 'e': 0.050539503549134696}",25,9,17.728823530952347,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.2, 'e': 0.050237174422207494}",20,13,13.99811378697137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.2, 'e': 0.049936653838985136}",35,13,43.5966438495659,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.2, 'e': 0.04963793098069413}",20,8,22.168032558108195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.2, 'e': 0.04934099509327934}",20,13,3.360113535823172,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.2, 'e': 0.04904583548701673}",35,18,29.811068090127904,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.2, 'e': 0.04875244153612863}",25,7,32.05007901858085,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.2, 'e': 0.048460802678401076}",30,21,15.970868399487141,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.2, 'e': 0.048170908414803745}",20,9,-20.213011828717494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
507,False,"{'a': 0.2, 'e': 0.04788274830911178}",25,14,22.123342000086282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.2, 'e': 0.04759631198753032}",25,11,12.591360094234645,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.2, 'e': 0.047311589138320786}",25,18,14.667286230384128,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.2, 'e': 0.04702856951142992}",20,8,24.95768688129009,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.2, 'e': 0.046747242918120525}",30,19,22.412160385328775,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.2, 'e': 0.04646759923060492}",20,3,32.16427077240958,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.2, 'e': 0.0461896283816801}",25,15,20.60988669419282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.2, 'e': 0.04591332036436553}",25,17,14.839371611812851,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.2, 'e': 0.0456386652315427}",25,17,14.327762487440825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.2, 'e': 0.0453656530955972}",30,16,22.64460393169869,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.2, 'e': 0.04509427412806263}",25,16,15.93281456036966,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.2, 'e': 0.04482451855926687}",20,13,2.2634547503562548,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.2, 'e': 0.04455637667798028}",20,10,-24.215740708130603,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
520,False,"{'a': 0.2, 'e': 0.044289838831066214}",25,15,11.60485255394393,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.2, 'e': 0.04402489542313335}",20,16,9.89418806388715,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.2, 'e': 0.04376153691619043}",25,17,10.32603255664643,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.2, 'e': 0.04349975382930273}",20,9,18.91208169442237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.2, 'e': 0.043239536738250886}",20,8,19.331253728653156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.2, 'e': 0.042980876275191475}",25,8,31.088586472030354,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.2, 'e': 0.04272376312831993}",30,16,26.51556093118753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.2, 'e': 0.042468188041535154}",20,12,14.154075129589584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.2, 'e': 0.042214141814106466}",30,15,27.217917170465306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.2, 'e': 0.041961615300342196}",35,18,20.022482866286197,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.2, 'e': 0.04171059940926062}",20,12,2.569349712593614,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.2, 'e': 0.0414610851042625}",20,6,-26.295289628038038,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
532,False,"{'a': 0.2, 'e': 0.04121306340280596}",20,8,10.594507943191747,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.2, 'e': 0.040966525376082925}",20,13,13.877511874217378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.2, 'e': 0.04072146214869783}",25,17,15.456366085907835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.2, 'e': 0.040477864898348016}",25,13,25.0127997611665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.2, 'e': 0.04023572485550614}",30,17,25.331939029851974,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.2, 'e': 0.03999503330310454}",20,16,6.7352558095746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.2, 'e': 0.039755781576221304}",25,14,20.4762244230115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.2, 'e': 0.039517961061768456}",25,17,13.192841812371762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.2, 'e': 0.03928156319818176}",25,18,8.466825466524424,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.2, 'e': 0.039046579475112635}",35,21,24.613450567793034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.2, 'e': 0.03881300143312163}",30,12,31.231578567518373,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.2, 'e': 0.03858082066337404}",20,13,12.240407321865948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.2, 'e': 0.03835002880733705}",25,9,25.084689472737626,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.2, 'e': 0.03812061755647895}",20,14,11.369754375869725,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.2, 'e': 0.0378925786519699}",20,9,21.0139987511565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.2, 'e': 0.03766590388438474}",20,0,11.493339155664133,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
548,False,"{'a': 0.2, 'e': 0.03744058509340732}",30,7,35.336728572573,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.2, 'e': 0.03721661416753687}",20,14,-0.1428329421374892,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.2, 'e': 0.036993983043795836}",20,7,26.67091545369312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.2, 'e': 0.036772683707439746}",20,9,21.043512715933307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.2, 'e': 0.036552708191668566}",30,23,12.316709697269085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.2, 'e': 0.036334048577339996}",20,8,23.358596314291347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
